label,h1_x0,h1_y0,h1_x1,h1_y1,h1_x2,h1_y2,h1_x3,h1_y3,h1_x4,h1_y4,h1_x5,h1_y5,h1_x6,h1_y6,h1_x7,h1_y7,h1_x8,h1_y8,h1_x9,h1_y9,h1_x10,h1_y10,h1_x11,h1_y11,h1_x12,h1_y12,h1_x13,h1_y13,h1_x14,h1_y14,h1_x15,h1_y15,h1_x16,h1_y16,h1_x17,h1_y17,h1_x18,h1_y18,h1_x19,h1_y19,h1_x20,h1_y20,h2_x0,h2_y0,h2_x1,h2_y1,h2_x2,h2_y2,h2_x3,h2_y3,h2_x4,h2_y4,h2_x5,h2_y5,h2_x6,h2_y6,h2_x7,h2_y7,h2_x8,h2_y8,h2_x9,h2_y9,h2_x10,h2_y10,h2_x11,h2_y11,h2_x12,h2_y12,h2_x13,h2_y13,h2_x14,h2_y14,h2_x15,h2_y15,h2_x16,h2_y16,h2_x17,h2_y17,h2_x18,h2_y18,h2_x19,h2_y19,h2_x20,h2_y20
Flower,0.1791767554479419,1.0,0.06053268765133172,0.7796101949025487,0.07506053268765134,0.6056971514242878,0.1791767554479419,0.48575712143928035,0.3075060532687651,0.41679160419790107,0.031476997578692496,0.5187406296851574,0.0,0.29235382308845576,0.004842615012106538,0.1469265367316342,0.024213075060532687,0.034482758620689655,0.17191283292978207,0.545727136431784,0.2542372881355932,0.2773613193403298,0.33171912832929784,0.11244377811094453,0.39951573849878935,0.0,0.35108958837772397,0.6011994002998501,0.5472154963680388,0.37181409295352325,0.6731234866828087,0.24287856071964017,0.7627118644067796,0.1454272863568216,0.5472154963680388,0.6746626686656672,0.7893462469733656,0.5142428785607196,0.9128329297820823,0.4497751124437781,1.0,0.391304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.14814814814814814,1.0,0.044444444444444446,0.7681818181818182,0.0691358024691358,0.5909090909090909,0.17530864197530865,0.47424242424242424,0.3111111111111111,0.40454545454545454,0.019753086419753086,0.509090909090909,0.0,0.2803030303030303,0.014814814814814815,0.1393939393939394,0.044444444444444446,0.02878787878787879,0.15555555555555556,0.5318181818181819,0.24938271604938272,0.26515151515151514,0.34074074074074073,0.10606060606060606,0.4246913580246914,0.0,0.3308641975308642,0.5878787878787879,0.5432098765432098,0.36515151515151517,0.674074074074074,0.23636363636363636,0.7679012345679013,0.13787878787878788,0.5308641975308642,0.6681818181818182,0.7777777777777778,0.5121212121212121,0.9061728395061729,0.44242424242424244,1.0,0.38181818181818183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.12814070351758794,1.0,0.02763819095477387,0.7796352583586627,0.05025125628140704,0.6003039513677811,0.15326633165829145,0.4787234042553192,0.28391959798994976,0.4072948328267477,0.005025125628140704,0.5091185410334347,0.0,0.2811550151975684,0.02763819095477387,0.1458966565349544,0.06281407035175879,0.041033434650455926,0.135678391959799,0.5273556231003039,0.24874371859296482,0.256838905775076,0.35175879396984927,0.10182370820668693,0.44221105527638194,0.0,0.30402010050251255,0.574468085106383,0.5251256281407035,0.3556231003039514,0.6633165829145728,0.23556231003039513,0.7663316582914573,0.1458966565349544,0.5,0.6504559270516718,0.7663316582914573,0.5106382978723404,0.8994974874371859,0.45592705167173253,1.0,0.4072948328267477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.15211970074812967,1.0,0.057356608478802994,0.7803030303030303,0.07231920199501247,0.5924242424242424,0.1596009975062344,0.4696969696969697,0.2743142144638404,0.3924242424242424,0.0199501246882793,0.5015151515151515,0.0,0.27424242424242423,0.032418952618453865,0.14242424242424243,0.0798004987531172,0.04242424242424243,0.13466334164588528,0.5227272727272727,0.2119700748129676,0.2545454545454545,0.3117206982543641,0.10151515151515152,0.4089775561097257,0.0,0.2967581047381546,0.5712121212121212,0.5037406483790524,0.34393939393939393,0.6483790523690773,0.22727272727272727,0.7655860349127181,0.1393939393939394,0.4912718204488778,0.6439393939393939,0.7531172069825436,0.509090909090909,0.8902743142144638,0.45,1.0,0.3924242424242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.1884422110552764,1.0,0.08040201005025126,0.7792792792792793,0.0829145728643216,0.5930930930930931,0.16331658291457288,0.46546546546546547,0.271356783919598,0.3813813813813814,0.02763819095477387,0.515015015015015,0.0,0.2807807807807808,0.02763819095477387,0.14564564564564564,0.07035175879396985,0.03753753753753754,0.13819095477386933,0.536036036036036,0.19597989949748743,0.2627627627627628,0.2914572864321608,0.10510510510510511,0.38944723618090454,0.0,0.30402010050251255,0.5825825825825826,0.4849246231155779,0.35135135135135137,0.6256281407035176,0.23123123123123124,0.7437185929648241,0.14264264264264265,0.5025125628140703,0.6516516516516516,0.7462311557788944,0.512012012012012,0.8844221105527639,0.44894894894894893,1.0,0.39039039039039036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.18932038834951456,1.0,0.08009708737864078,0.7756024096385542,0.08495145631067962,0.5963855421686747,0.16262135922330098,0.4743975903614458,0.26941747572815533,0.39156626506024095,0.03398058252427184,0.5120481927710844,0.0,0.286144578313253,0.021844660194174758,0.15210843373493976,0.05825242718446602,0.04216867469879518,0.1407766990291262,0.536144578313253,0.1966019417475728,0.2680722891566265,0.2815533980582524,0.10843373493975904,0.36893203883495146,0.0,0.30339805825242716,0.5858433734939759,0.4878640776699029,0.3569277108433735,0.6213592233009708,0.23343373493975902,0.7330097087378641,0.14156626506024098,0.4975728155339806,0.6551204819277109,0.7427184466019418,0.5090361445783133,0.883495145631068,0.4457831325301205,1.0,0.39006024096385544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.19518072289156627,1.0,0.09879518072289156,0.7846385542168675,0.10120481927710843,0.6069277108433735,0.1783132530120482,0.48493975903614456,0.2891566265060241,0.40813253012048195,0.04819277108433735,0.5150602409638554,0.0,0.2891566265060241,0.024096385542168676,0.1536144578313253,0.06506024096385542,0.046686746987951805,0.14216867469879518,0.5406626506024096,0.18313253012048192,0.2680722891566265,0.27228915662650605,0.10542168674698796,0.363855421686747,0.0,0.29397590361445786,0.5918674698795181,0.4602409638554217,0.35843373493975905,0.5951807228915663,0.23042168674698796,0.7108433734939759,0.13855421686746988,0.4867469879518072,0.661144578313253,0.727710843373494,0.5150602409638554,0.8771084337349397,0.44879518072289154,1.0,0.39006024096385544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.19464720194647203,1.0,0.10218978102189781,0.7864661654135339,0.09732360097323602,0.6090225563909775,0.170316301703163,0.4842105263157895,0.2798053527980535,0.4045112781954887,0.0413625304136253,0.5142857142857142,0.0,0.2887218045112782,0.024330900243309004,0.1518796992481203,0.06569343065693431,0.04661654135338346,0.13381995133819952,0.5413533834586466,0.18004866180048662,0.2706766917293233,0.26277372262773724,0.10827067669172932,0.35036496350364965,0.0,0.2895377128953771,0.5939849624060151,0.45742092457420924,0.36390977443609024,0.5936739659367397,0.23609022556390977,0.7104622871046229,0.14285714285714285,0.48418491484184917,0.6616541353383458,0.7274939172749392,0.512781954887218,0.8759124087591241,0.4496240601503759,1.0,0.3924812030075188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.1897810218978102,1.0,0.10948905109489052,0.7843137254901961,0.1070559610705596,0.6048265460030166,0.18491484184914841,0.4781297134238311,0.29683698296836986,0.39819004524886875,0.051094890510948905,0.5098039215686274,0.0,0.28808446455505277,0.024330900243309004,0.1493212669683258,0.06326034063260341,0.042232277526395176,0.1362530413625304,0.5429864253393665,0.18491484184914841,0.27149321266968324,0.2725060827250608,0.10558069381598793,0.36253041362530414,0.0,0.2871046228710462,0.5972850678733032,0.46472019464720193,0.36199095022624433,0.6009732360097324,0.23076923076923078,0.7128953771289538,0.13574660633484162,0.48661800486618007,0.665158371040724,0.7347931873479319,0.5098039215686274,0.8807785888077859,0.444947209653092,1.0,0.38763197586727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.19082125603864733,1.0,0.09903381642512077,0.7809667673716012,0.10144927536231885,0.6012084592145015,0.17149758454106281,0.47583081570996977,0.27053140096618356,0.39274924471299094,0.050724637681159424,0.5166163141993958,0.0,0.28700906344410876,0.026570048309178744,0.14954682779456194,0.06763285024154589,0.04229607250755287,0.15217391304347827,0.5453172205438066,0.20048309178743962,0.270392749244713,0.28743961352657005,0.1042296072507553,0.37681159420289856,0.0,0.30917874396135264,0.595166163141994,0.48792270531400966,0.3580060422960725,0.6231884057971014,0.23564954682779457,0.7342995169082126,0.14652567975830816,0.5048309178743962,0.6631419939577039,0.7439613526570048,0.5166163141993958,0.8840579710144928,0.4516616314199396,1.0,0.39274924471299094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.1796116504854369,1.0,0.08009708737864078,0.7708649468892261,0.0970873786407767,0.5933232169954477,0.1820388349514563,0.47344461305007585,0.29854368932038833,0.3945371775417299,0.0412621359223301,0.5128983308042488,0.0,0.283763277693475,0.021844660194174758,0.1411229135053111,0.05825242718446602,0.028831562974203338,0.16019417475728157,0.5386949924127465,0.21844660194174756,0.26858877086494687,0.308252427184466,0.1047040971168437,0.3932038834951456,0.0,0.3325242718446602,0.5887708649468892,0.5194174757281553,0.3535660091047041,0.6504854368932039,0.2276176024279211,0.7524271844660194,0.13657056145675264,0.529126213592233,0.6600910470409712,0.7645631067961165,0.5098634294385432,0.8956310679611651,0.44309559939301973,1.0,0.38391502276176026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.17980295566502463,1.0,0.06403940886699508,0.770516717325228,0.07881773399014778,0.5927051671732523,0.1748768472906404,0.47112462006079026,0.30049261083743845,0.39209726443769,0.024630541871921183,0.5151975683890577,0.0,0.2796352583586626,0.014778325123152709,0.1398176291793313,0.04433497536945813,0.02735562310030395,0.16502463054187191,0.541033434650456,0.23891625615763548,0.27203647416413373,0.3226600985221675,0.11094224924012158,0.4014778325123153,0.0,0.3497536945812808,0.5942249240121581,0.5467980295566502,0.36930091185410335,0.6748768472906403,0.24620060790273557,0.770935960591133,0.1534954407294833,0.5492610837438424,0.668693009118541,0.7807881773399015,0.5197568389057751,0.9039408866995073,0.44984802431610943,1.0,0.3844984802431611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.1791044776119403,1.0,0.05472636815920398,0.7683109118086696,0.07711442786069651,0.5949177877428998,0.18159203980099503,0.47384155455904337,0.30845771144278605,0.3931240657698057,0.03233830845771144,0.5142002989536621,0.0,0.2825112107623318,0.014925373134328358,0.13901345291479822,0.04975124378109453,0.02092675635276532,0.1865671641791045,0.5440956651718983,0.26119402985074625,0.27802690582959644,0.35074626865671643,0.11509715994020926,0.42786069651741293,0.0,0.3756218905472637,0.6023916292974589,0.5796019900497512,0.3796711509715994,0.7139303482587065,0.2526158445440957,0.8109452736318408,0.1554559043348281,0.572139303482587,0.6771300448430493,0.8009950248756219,0.5261584454409567,0.9154228855721394,0.4484304932735426,1.0,0.37369207772795215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.1956521739130435,1.0,0.06521739130434782,0.7686567164179104,0.0821256038647343,0.5835820895522388,0.18840579710144928,0.45671641791044776,0.3140096618357488,0.3761194029850746,0.04106280193236715,0.5104477611940299,0.0,0.2791044776119403,0.016908212560386472,0.13432835820895522,0.05314009661835749,0.016417910447761194,0.20772946859903382,0.5447761194029851,0.2826086956521739,0.2791044776119403,0.3671497584541063,0.11791044776119403,0.4396135265700483,0.0,0.4033816425120773,0.6044776119402985,0.5845410628019324,0.37910447761194027,0.7077294685990339,0.24776119402985075,0.7971014492753623,0.14626865671641792,0.5942028985507246,0.6805970149253732,0.8043478260869565,0.5298507462686567,0.9154589371980676,0.45223880597014926,1.0,0.3776119402985075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.2237442922374429,1.0,0.0684931506849315,0.7787356321839081,0.0867579908675799,0.5991379310344828,0.19863013698630136,0.47270114942528735,0.3219178082191781,0.39655172413793105,0.045662100456621,0.5258620689655172,0.0,0.29022988505747127,0.00684931506849315,0.13793103448275862,0.02968036529680365,0.017241379310344827,0.21689497716894976,0.5574712643678161,0.2808219178082192,0.28448275862068967,0.3584474885844749,0.11781609195402298,0.4178082191780822,0.0,0.4132420091324201,0.617816091954023,0.591324200913242,0.3850574712643678,0.7100456621004566,0.24568965517241378,0.7899543378995434,0.14080459770114942,0.6027397260273972,0.6982758620689655,0.8082191780821918,0.5431034482758621,0.9155251141552512,0.46120689655172414,1.0,0.382183908045977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.23555555555555555,1.0,0.08444444444444445,0.775623268698061,0.10222222222222223,0.5983379501385041,0.21555555555555556,0.47229916897506924,0.34444444444444444,0.40166204986149584,0.05555555555555555,0.5263157894736842,0.0,0.2867036011080332,0.0022222222222222222,0.13434903047091412,0.02666666666666667,0.009695290858725761,0.22666666666666666,0.5637119113573407,0.29555555555555557,0.2894736842105263,0.37555555555555553,0.12188365650969529,0.43777777777777777,0.0,0.4266666666666667,0.6260387811634349,0.6066666666666667,0.389196675900277,0.7266666666666667,0.24653739612188366,0.8044444444444444,0.1371191135734072,0.62,0.7008310249307479,0.8266666666666667,0.5401662049861495,0.9266666666666666,0.45290858725761773,1.0,0.3739612188365651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.23788546255506607,1.0,0.07709251101321586,0.7791495198902606,0.0947136563876652,0.6008230452674898,0.21145374449339208,0.47599451303155005,0.34140969162995594,0.4060356652949246,0.05726872246696035,0.532235939643347,0.0,0.28669410150891633,0.0,0.13168724279835392,0.022026431718061675,0.006858710562414266,0.24008810572687225,0.5665294924554184,0.31057268722466963,0.2880658436213992,0.3876651982378855,0.11934156378600823,0.44493392070484583,0.0,0.44273127753303965,0.6268861454046639,0.6167400881057269,0.38820301783264743,0.7268722466960352,0.24417009602194786,0.7973568281938326,0.13717421124828533,0.6365638766519823,0.700960219478738,0.8392070484581498,0.5377229080932785,0.933920704845815,0.45267489711934156,1.0,0.37448559670781895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.2521551724137931,1.0,0.08620689655172414,0.7785234899328859,0.09913793103448276,0.5986577181208054,0.21336206896551724,0.4697986577181208,0.33620689655172414,0.3919463087248322,0.05387931034482758,0.5342281879194631,0.0,0.2979865771812081,0.0,0.14228187919463087,0.017241379310344827,0.013422818791946308,0.2413793103448276,0.5691275167785235,0.3125,0.30201342281879195,0.3922413793103448,0.13020134228187918,0.4525862068965517,0.0,0.4482758620689655,0.6335570469798658,0.6228448275862069,0.4080536912751678,0.7349137931034483,0.25771812080536916,0.8060344827586207,0.1395973154362416,0.6422413793103449,0.7140939597315437,0.8383620689655172,0.5557046979865772,0.9331896551724138,0.46308724832214765,1.0,0.37583892617449666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower,0.2753623188405797,1.0,0.12422360248447205,0.7760210803689065,0.12836438923395446,0.5994729907773386,0.2277432712215321,0.47035573122529645,0.33954451345755693,0.3939393939393939,0.08281573498964803,0.5270092226613966,0.008281573498964804,0.2872200263504611,0.0,0.12911725955204217,0.014492753623188406,0.0013175230566534915,0.2463768115942029,0.5691699604743083,0.3022774327122153,0.2951251646903821,0.37681159420289856,0.1225296442687747,0.432712215320911,0.0,0.4472049689440994,0.6310935441370223,0.6169772256728778,0.39789196310935443,0.7308488612836439,0.25428194993412384,0.8053830227743272,0.14888010540184454,0.6418219461697723,0.7035573122529645,0.8405797101449275,0.5375494071146245,0.9337474120082816,0.4519104084321476,1.0,0.37285902503293805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
